id	MS2 name	MS2 score	level	MS1 name	MS1 ppm	rt	mz	type	X_1	X_12	X_13	X_14	X_16	X_17	X_19	X_22	X_25	X_27	X_4	X_5	X_6	X_7	X_9	X_10	X_11	X_15	X_18	X_2	X_20	X_21	X_23	X_24	X_26	X_28	X_29	X_3	X_30	X_31	X_8	QC01	QC02	QC03	QC04	QC05
21535						359.319	432.8150561	NEG	0.094101349	0.106088597	0.101361993	0.033909656	0.122767564	0.204228844	0.133816255	0.120255807	0.199994678	0.152153945	0.137235866	0.116656729	0.118161041	0.13082169	0.18241546	0.183275494	0.189371486	0.085515984	0.138751882	0.114137025	0.029086441	0.111932933	0.194760032	0.134417051	0.0997893	0.099096349	0.13291371	0.088317976	0.142906519	0.109082377	0.116009123	0.11954169	0.151136609	0.106430391	0.107231455	0.11820756
17680						200.108	82.28292355	NEG	0.08188531	0.059635288	0.103242402	0.075372109	0.080907317	0.08483102	0.100969487	0.081295539	0.09404953	0.087271177	0.099587161	0.151843358	0.099908927	0.067727715	0.080333271	0.081380556	0.089253158	0.093844269	0.139882014	0.129943118	0.089476221	0.0922901	0.05628131	0.071718504	0.099482774	0.065918164	0.082653367	0.066718374	0.098253906	0.092329243	0.116016029	0.057458514	0.08071447	0.075283033	0.084697508	0.063973866
2089						28.5526	578.5850249	POS	0.053299845	0.029337906	0.129544827	0.144753109	0.139745043	0.21813489	0.09033517	0.139698545	0.075774913	0.013063436	0.163442411	0.170618045	0.316936811	0.105071266	0.022791738	0.097758103	0.098390307	0.073161908	0.329818032	0.100252122	0.09801556	0.095825348	0.008992492	0.07574504	0.021084548	0.106586876	0.11659738	0.1986432	0.033478298	0.061114085	0.116069149	0.046277823	0.056663737	0.066844418	0.058576081	0.035643705
5604						177.8205	315.1608646	POS	0.057458934	0.238457538	0.023388813	0.038194963	0.156856057	0.168849873	0.128525187	0.032583085	0.053106253	0.197221494	0.012605783	0.220029821	0.186176698	0.258296162	0.102653943	0.000149982	0.039053812	0.274100867	0.055987609	0.085692453	0.195996699	0.070701429	0.099009007	0.00013446	0.013081651	0.013451359	0.004604302	0.091345533	0.027564634	0.021010038	0.11607239	0.093703535	0.075139012	0.076589119	0.039408083	0.089788021
20043						293.744	283.0285938	NEG	0.084327874	0.09494788	0.113780332	0.23805488	0.097460991	0.110095852	0.127154597	0.115068996	0.118374469	0.082594951	0.134035658	0.098515592	0.140613122	0.10626256	0.11118753	0.107117488	0.120658717	0.111167814	0.121263438	0.088506613	0.278972574	0.098048396	0.118310157	0.091109279	0.093353147	0.117737279	0.136660496	0.069825964	0.093542246	0.20597569	0.116117056	0.065676489	0.111786767	0.105538347	0.093623775	0.100657565
17370						195.824	91.29342672	NEG	0.023061365	0.060033069	0.048215918	0.044868122	0.035743327	0.020058306	0.030922856	0.004926114	0.026838696	0.045782484	0.064409654	0.028763102	0.052877255	0.02487297	0.052800359	0.032558483	0.050616419	0.056347394	0.032736166	0.058446997	0.058529823	0.046400158	0.046883737	0.029357396	0.0346442	0.036563744	0.035856917	0.044286113	0.056940576	0.032943615	0.116141364	0.038532291	0.032704287	0.033540841	0.032214367	0.03876189
13614						19.84945	666.0601069	NEG	1.948789772	0.215225474	0.150957878	0.527068708	0.049245695	0.157636669	0.062808056	0.520529275	0.881431757	0.331514992	0.054338298	0.134310536	0.554333414	0.139258702	0.066466326	0.573877032	0.179835757	0.347441087	0.279770478	0.086227559	0.167740141	0.06094851	0.305156352	0.182648728	0.17651292	0.059709573	0.279570314	0.288601311	0.053895687	0.245462713	0.116197288	0.378578657	0.311044039	0.353034071	0.337339429	0.32270492
20317						307.401	261.0283513	NEG	0.195211061	0.170485772	0.221569651	0.246376232	0.205380933	0.212883919	0.161236623	0.633101495	0.328943963	0.165045735	0.13819203	0.188988368	0.406547144	0.24445041	0.133218547	0.18900883	0.147341063	0.086381936	1.584892884	0.277266661	0.116019278	0.251823983	0.114987178	0.170457511	0.301045489	0.861482687	0.638782149	0.40609544	0.097799825	0.146368905	0.116215729	0.270986794	0.217257496	0.232169321	0.2287741	0.237709589
16482						173.607	550.6622778	NEG	0.123720534	0.056537863	0.116901816	0.126110526	0.115417055	0.124282908	0.122625653	0.090137411	0.136601136	0.089916181	0.122602984	0.132353462	0.100192817	0.087603412	0.106399962	0.135921724	0.118332032	0.16315529	0.12196472	0.11220005	0.147243782	0.106273362	0.093612218	0.074675974	0.091235089	0.173839146	0.181336599	0.089806247	0.149501465	0.102166829	0.116310051	0.093125959	0.083593221	0.086975623	0.118886767	0.137588465
18111						212.462	95.84054972	NEG	0.006783954	0.020275101	0.053019165	0.066081659	0.034415682	0.052464863	0.074970864	0.021926024	0.039284526	0.034237513	0.022712559	0.058975999	0.044634333	0.032812097	0.039217055	0.018747274	0.019958227	0.030409458	0.042680268	0.055051189	0.038982472	0.032163819	0.021962497	0.009528194	0.050370287	0.033903759	0.041048184	0.046429236	0.034131339	0.048535984	0.11635059	0.039815595	0.045065036	0.050041662	0.060022471	0.058613456
16489			D	Icariin	-5.774681336	173.7995	677.6650691	NEG	0.128598468	0.147402924	0.062863624	0.170076555	0.11780942	0.113959251	0.118529819	0.125333891	0.145981517	0.111547308	0.170871187	0.059095072	0.17025847	0.165321913	0.149535917	0.117702836	0.181227697	0.13457308	0.155914941	0.124292751	0.183018421	0.110732983	0.130774664	0.074168994	0.107554483	0.019129031	0.141652743	0.108967979	0.126404426	0.059109435	0.116350987	0.083522459	0.116304908	0.160415123	0.114264416	0.122115983
7051						243.803	543.3411459	POS	0.059663709	0.12204309	0.246646476	0.3544555	0.087375029	0.606770393	0.459473592	0.20369304	0.04053245	0.037276848	0.038885209	0.032113414	0.022291809	0.235233169	0.245157025	0.026671668	0.203240752	0.293795625	0.023114151	0.074465494	0.369056183	0.292204366	0.015915767	0.019090217	0.052259787	0.060347076	0.029501365	0.022668148	0.03198731	0.031593257	0.116366304	0.04950821	0.058222766	0.06560191	0.053932991	0.0771826
