id	MS2 name	MS2 score	level	MS1 name	MS1 ppm	rt	mz	type	X_1	X_12	X_13	X_14	X_16	X_17	X_19	X_22	X_25	X_27	X_4	X_5	X_6	X_7	X_9	X_10	X_11	X_15	X_18	X_2	X_20	X_21	X_23	X_24	X_26	X_28	X_29	X_3	X_30	X_31	X_8	QC01	QC02	QC03	QC04	QC05
15255			D	"cis-2,3-Dihydro-2,3-dihydroxy-4'-chlorobiphenyl"	-13.09801537	92.5332	223.6718601	NEG	0.009187739	0.000143738	0.014631409	0.056060702	0.028449324	0.016206737	0.049364554	0.020899835	0.023297757	0.017955202	0.025957916	0.037386441	0.02738317	0.105217526	0.019926167	0.008997501	0.044326935	0.000144438	0.051895668	0.035215317	0.043671198	0.005643299	0.011155465	0.023103012	0.023475352	0.051945445	0.094652804	0.012238939	0.060410207	0.034424325	0.023921231	0.0242392	0.0139053	0.024910662	0.032150349	0.034405245
1006			D	(R)-Glabridin	-8.759673714	306.343	334.0379902	POS	0.056329801	0.049645666	0.046862748	0.033531143	0.065044426	0.116660228	0.043025808	0.046782308	0.045459472	0.102737679	0.019900925	0.127491363	0.026446508	0.063783279	0.01572507	0.029978967	0.037649456	0.04118793	0.028200583	0.039089006	0.06436847	0.039434993	0.026604755	0.129455035	0.056731918	0.020419068	0.038160966	0.029253926	0.069226591	0.032349654	0.023938497	0.055412726	0.05016175	0.04038123	0.028444365	0.03792313
21494						358.933	577.9254295	NEG	0.036420824	0.044278212	0.029146394	0.033246983	0.025155357	0.047872307	0.02292599	0.01813754	0.024283164	0.056402281	0.029775729	0.021461757	0.028446821	0.021282993	0.015590375	0.620395329	0.028562086	0.030817774	0.033834047	0.018626932	0.018810793	0.019652741	0.021891722	0.095147565	0.021387132	0.036587922	0.023255034	0.04110966	0.046991236	0.026185378	0.023955963	0.029099637	0.030773641	0.031815939	0.035683495	0.0324307
19814						283.4735	227.0866338	NEG	0.013959455	0.005091148	0.015766995	0.0001523	0.025708591	0.000162961	0.017024553	0.008079225	0.01453119	0.017305401	0.008887585	0.017031658	0.020422757	0.014735439	0.000123086	0.000149982	0.007935149	0.00731617	0.007037231	0.050305293	0.017060046	0.026088567	0.000130321	0.005033504	0.007628454	0.011012071	0.009268672	0.010654881	0.002801643	0.019651549	0.023960203	0.00799582	0.011025656	0.010348084	0.011892069	0.01193486
10089						379.551	532.3334062	POS	0.023377149	0.012072608	0.030040019	0.029236903	0.011969349	0.034711966	0.033424025	0.034058037	0.033247074	0.02750684	0.027424759	0.028571479	0.028168993	0.024681161	0.020130844	0.006704436	0.02705308	0.0311263	0.021646203	0.025686989	0.032121273	0.019081806	0.030081856	0.008507224	0.02681754	0.033053848	0.031739076	0.020197011	0.026966829	0.023987789	0.024006059	0.013973091	0.020671671	0.021776278	0.022046311	0.018362604
22463						390.0135	672.9708729	NEG	0.046086804	0.031665418	0.042238956	0.045315954	0.02977148	0.067420611	0.028128428	0.030591164	0.030325309	0.054797636	0.043054383	0.044844969	0.029943584	0.039619698	0.02438111	0.149328741	0.042159171	0.032687028	0.034936432	0.033033122	0.029850781	0.033336982	0.061677659	0.077470676	0.035402245	0.05303268	0.026907784	0.039313453	0.040099669	0.028895161	0.024049305	0.026588517	0.032480251	0.029998554	0.035856861	0.037891041
9657						355.433	702.3752581	POS	0.039373369	0.033557237	0.040598274	0.025755907	0.035404352	0.010205199	0.039410747	0.047065686	0.035246187	0.044924028	0.041484208	0.044048007	0.039221471	0.032483011	0.033560291	0.026558865	0.038444297	0.045819327	0.040858973	0.03437759	0.025347264	0.035084047	0.023760225	0.044663676	0.036640945	0.040810696	0.032724993	0.04475731	0.043282053	0.036599843	0.024067066	0.037952087	0.033307565	0.03612538	0.022126875	0.026003059
4320						59.3465	1034.210629	POS	0.008501399	0.240824382	0.245854589	0.326954442	0.320914807	0.278724237	0.383680531	0.195056771	0.019134032	0.000139147	0.035990672	0.021136245	0.091472151	0.232280379	0.210431473	0.000149982	0.240693725	0.336298436	0.009596779	0.021660728	0.370967049	0.226305977	0.007398959	0.007790289	0.038415453	0.023139486	0.017246147	0.021642488	0.016111137	0.018077455	0.024071839	0.051812123	0.038210004	0.051626697	0.053375127	0.07334578
6935			D	Pencozole	-7.896413233	240.293	285.1893326	POS	0.020576612	0.003331982	0.027886909	0.002133125	0.007875512	0.041979459	0.02769151	0.104282191	0.015311739	0.008192627	0.061337008	0.008635951	0.079490316	0.007903198	0.019849473	0.012686286	0.027727684	0.004263262	0.093722429	0.079582413	0.018880298	0.015314973	0.013333307	0.009063921	0.01195175	0.035684216	0.028220225	0.060288808	0.022943477	0.027714916	0.024074367	0.016074573	0.015306186	0.022334288	0.028378474	0.029975489
12651						600.595	663.4541015	POS	0.023420463	0.02450465	0.020780157	0.024334745	0.022372897	0.022159829	0.022292003	0.020717819	0.024782439	0.020341101	0.023050423	0.024380513	0.028748824	0.022919219	0.019808466	0.017262954	0.017356805	0.020601856	0.024042941	0.020009773	0.023929501	0.023311558	0.02100052	0.023212124	0.020434067	0.025716915	0.018779708	0.021138797	0.025122527	0.019142858	0.024083601	0.02079071	0.019351246	0.01883757	0.019549684	0.018849793
